Date,Open,High,Low,Close,Adj Close,Volume
2018-06-04,154.7899932861328,154.92999267578125,152.0800018310547,152.5,128.7349090576172,2470900.0
2018-06-05,152.39999389648438,153.10000610351562,152.02000427246094,153.00999450683594,129.16546630859375,2916600.0
2018-06-06,153.64999389648438,156.5399932861328,153.00999450683594,156.50999450683594,132.1199951171875,3689300.0
2018-06-07,157.11000061035156,157.92999267578125,155.52999877929688,156.2899932861328,131.93423461914062,3149100.0
2018-06-08,156.19000244140625,156.64999389648438,155.0399932861328,155.32000732421875,131.1154327392578,3254100.0
2018-06-11,155.19000244140625,157.0800018310547,154.72000122070312,156.3000030517578,131.9427032470703,2758300.0
2018-06-12,156.4499969482422,159.19000244140625,156.38999938964844,157.49000549316406,132.94729614257812,2595600.0
2018-06-13,157.17999267578125,157.35000610351562,154.50999450683594,154.7100067138672,130.6005859375,4189300.0
2018-06-14,155.6999969482422,157.36000061035156,152.75999450683594,153.13999938964844,129.27516174316406,3967600.0
2018-06-15,150.85000610351562,151.0,148.42999267578125,150.02000427246094,126.64141845703125,8852500.0
2018-06-18,148.4199981689453,149.4600067138672,147.72000122070312,148.67999267578125,125.51019287109375,3651600.0
2018-06-19,146.0,146.3000030517578,142.32000732421875,143.3000030517578,120.96862030029297,6792000.0
2018-06-20,144.22000122070312,144.69000244140625,141.82000732421875,143.1300048828125,120.82511138916016,4128300.0
2018-06-21,142.25,142.38999938964844,139.1199951171875,139.52999877929688,117.78612518310547,5914900.0
2018-06-22,140.89999389648438,142.5,139.77000427246094,139.94000244140625,118.13219451904297,5114700.0
2018-06-25,138.86000061035156,138.97999572753906,135.17999267578125,136.5800018310547,115.29582214355469,6078200.0
2018-06-26,136.75,137.3300018310547,135.27999877929688,135.5399932861328,114.41790771484375,4285300.0
2018-06-27,136.77000427246094,139.4600067138672,134.5800018310547,134.61000061035156,113.63282012939453,5665000.0
2018-06-28,134.17999267578125,136.72000122070312,132.67999267578125,136.02999877929688,114.83153533935547,4215900.0
2018-06-29,136.61000061035156,137.85000610351562,135.5800018310547,135.6699981689453,114.52764892578125,4107900.0
2018-07-02,133.8000030517578,136.42999267578125,133.1999969482422,136.2899932861328,115.05104064941406,3172600.0
2018-07-03,137.0,137.35000610351562,133.3300018310547,133.8300018310547,112.97438049316406,1837400.0
2018-07-04,137.0,137.35000610351562,133.3300018310547,133.8300018310547,112.97438049316406,1837400.0
2018-07-05,135.00999450683594,136.08999633789062,134.08999633789062,135.80999755859375,114.64583587646484,3366300.0
2018-07-06,135.11000061035156,135.86000061035156,133.32000732421875,135.41000366210938,114.30816650390625,3179600.0
2018-07-09,136.22000122070312,141.0500030517578,136.10000610351562,140.97000122070312,119.00170135498047,5562300.0
2018-07-10,141.61000061035156,141.86000061035156,140.13999938964844,141.25,119.23808288574219,3761700.0
2018-07-11,138.1300048828125,139.38999938964844,135.83999633789062,136.75999450683594,115.44775390625,5231700.0
2018-07-12,138.5,139.72999572753906,136.8300018310547,139.4199981689453,117.69322967529297,4250800.0
2018-07-13,139.5399932861328,141.25,139.07000732421875,140.75,118.81599426269531,2838700.0
2018-07-16,140.8800048828125,140.8800048828125,137.89999389648438,138.0800018310547,116.56210327148438,3723100.0
2018-07-17,136.97999572753906,139.3300018310547,136.52999877929688,138.9499969482422,117.29651641845703,3306000.0
2018-07-18,139.0,141.5,138.3300018310547,141.1199951171875,119.12833404541016,4394800.0
2018-07-19,139.57000732421875,140.5399932861328,139.0500030517578,139.4199981689453,118.41486358642578,3576700.0
2018-07-20,138.36000061035156,138.5800018310547,136.63999938964844,136.82000732421875,116.20661926269531,5247000.0
2018-07-23,136.6199951171875,136.8000030517578,135.60000610351562,136.27999877929688,115.74799346923828,3542300.0
2018-07-24,138.89999389648438,140.60000610351562,137.36000061035156,137.97000122070312,117.18335723876953,5064700.0
2018-07-25,138.0,141.0500030517578,136.6699981689453,140.47999572753906,119.31520080566406,5041800.0
2018-07-26,140.75,143.5500030517578,140.07000732421875,142.5800018310547,121.09880065917969,5385600.0
2018-07-27,143.9499969482422,143.9499969482422,140.77999877929688,142.55999755859375,121.08181762695312,4649400.0
2018-07-30,145.7100067138672,146.6999969482422,139.05999755859375,139.75,118.69515228271484,13837700.0
2018-07-31,141.97000122070312,144.77999877929688,140.1699981689453,143.8000030517578,122.1349868774414,7608700.0
2018-08-01,142.97000122070312,143.07000732421875,138.11000061035156,138.5399932861328,117.66746520996094,6364500.0
2018-08-02,137.07000732421875,138.7100067138672,135.69000244140625,138.00999450683594,117.21732330322266,4195000.0
2018-08-03,138.1999969482422,138.60000610351562,137.07000732421875,138.50999450683594,117.64199829101562,3594100.0
2018-08-06,138.52000427246094,140.6699981689453,137.97000122070312,139.47999572753906,118.4658203125,3125200.0
2018-08-07,140.61000061035156,143.32000732421875,140.3000030517578,142.3800048828125,120.92894744873047,4813000.0
2018-08-08,142.32000732421875,142.39999389648438,139.25999450683594,139.7100067138672,118.66117095947266,3435100.0
2018-08-09,140.10000610351562,140.89999389648438,138.25,138.52000427246094,117.6504898071289,3338500.0
2018-08-10,137.52000427246094,137.52000427246094,134.72999572753906,135.9199981689453,115.44219207763672,6268600.0
2018-08-13,135.9199981689453,136.72999572753906,134.72000122070312,135.02000427246094,114.67779541015625,3879400.0
2018-08-14,135.60000610351562,136.4499969482422,134.6699981689453,134.9199981689453,114.59288024902344,3537900.0
2018-08-15,133.25,133.25,129.42999267578125,132.02000427246094,112.1297836303711,5682200.0
2018-08-16,133.72000122070312,136.5500030517578,133.64999389648438,136.25999450683594,115.73095703125,5539400.0
2018-08-17,135.64999389648438,140.2100067138672,135.44000244140625,139.33999633789062,118.34695434570312,6611700.0
2018-08-20,139.82000732421875,140.5500030517578,138.55999755859375,138.6699981689453,117.77786254882812,3311100.0
2018-08-21,139.07000732421875,140.9600067138672,139.07000732421875,139.99000549316406,118.89900970458984,3021400.0
2018-08-22,140.32000732421875,140.6999969482422,139.36000061035156,139.6300048828125,118.59326171875,2209500.0
2018-08-23,139.0500030517578,139.1699981689453,136.4199981689453,136.7899932861328,116.1811294555664,3905300.0
2018-08-24,137.82000732421875,138.5500030517578,136.88999938964844,138.2100067138672,117.38716125488281,2565400.0
2018-08-27,139.39999389648438,142.3800048828125,139.3000030517578,142.0399932861328,120.64015197753906,4770900.0
2018-08-28,143.4199981689453,143.77000427246094,141.49000549316406,142.0,120.6061782836914,3234000.0
2018-08-29,142.42999267578125,142.58999633789062,141.2899932861328,141.86000061035156,120.48725128173828,3369900.0
2018-08-30,141.02999877929688,141.47000122070312,138.4499969482422,139.05999755859375,118.10916900634766,4773300.0
2018-08-31,138.52000427246094,140.22000122070312,138.3800048828125,138.85000610351562,117.93074798583984,4552200.0
2018-09-03,138.52000427246094,140.22000122070312,138.3800048828125,138.85000610351562,117.93074798583984,4552200.0
2018-09-04,137.86000061035156,139.0,136.92999267578125,138.24000549316406,117.41266632080078,3955600.0
2018-09-05,138.3300018310547,141.10000610351562,137.67999267578125,140.58999633789062,119.40865325927734,4579400.0
2018-09-06,140.33999633789062,141.8699951171875,140.05999755859375,141.57000732421875,120.24095916748047,4588100.0
2018-09-07,140.72999572753906,142.13999938964844,140.0500030517578,141.32000732421875,120.02863311767578,4173400.0
2018-09-10,141.77000427246094,142.50999450683594,141.69000244140625,142.0500030517578,120.64861297607422,3069100.0
2018-09-11,140.61000061035156,142.4499969482422,140.3699951171875,142.02999877929688,120.63162231445312,2583200.0
2018-09-12,141.5800018310547,144.75,140.6199951171875,144.27999877929688,122.54267883300781,5630600.0
2018-09-13,145.0500030517578,146.4600067138672,144.52000427246094,145.5399932861328,123.61283874511719,3670700.0
2018-09-14,145.6300048828125,147.1999969482422,143.22999572753906,144.89999389648438,123.06926727294922,4699600.0
2018-09-17,144.85000610351562,148.05999755859375,144.5500030517578,146.22000122070312,124.1904067993164,3827100.0
2018-09-18,147.0,149.27999877929688,146.27000427246094,149.07000732421875,126.61100769042969,4496400.0
2018-09-19,149.75999450683594,153.11000061035156,149.3699951171875,152.75999450683594,129.7450714111328,6000100.0
2018-09-20,155.41000366210938,157.72000122070312,154.4600067138672,156.0,132.49696350097656,6774100.0
2018-09-21,156.6300048828125,157.2899932861328,154.8000030517578,156.3800048828125,132.8197021484375,5932100.0
2018-09-24,156.0,156.10000610351562,153.77000427246094,154.0,130.79824829101562,3844500.0
2018-09-25,154.1199951171875,154.5,152.80999755859375,154.08999633789062,130.8746795654297,3454600.0
2018-09-26,153.9499969482422,155.14999389648438,152.88999938964844,153.1699981689453,130.09329223632812,3096100.0
2018-09-27,153.02000427246094,154.0500030517578,151.1999969482422,152.47000122070312,129.49874877929688,2674100.0
2018-09-28,152.0,152.91000366210938,150.55999755859375,152.49000549316406,129.51576232910156,3599900.0
2018-10-01,153.61000061035156,154.5,151.67999267578125,152.27999877929688,129.33738708496094,3736300.0
2018-10-02,152.2899932861328,155.3800048828125,151.5,154.82000732421875,131.49472045898438,4344000.0
2018-10-03,156.0,159.3699951171875,155.7899932861328,158.22000122070312,134.3824920654297,6043300.0
2018-10-04,158.02999877929688,158.5500030517578,155.1999969482422,156.75,133.13397216796875,4130800.0
2018-10-05,156.50999450683594,156.80999755859375,151.61000061035156,153.30999755859375,130.21217346191406,4955100.0
2018-10-08,151.9499969482422,153.66000366210938,150.8800048828125,153.35000610351562,130.2462158203125,3463200.0
2018-10-09,152.61000061035156,152.61000061035156,149.0800018310547,149.4600067138672,126.9422378540039,4996900.0
2018-10-10,148.6999969482422,149.1699981689453,143.72000122070312,143.72000122070312,122.06703186035156,9419300.0
2018-10-11,142.9499969482422,145.88999938964844,139.83999633789062,140.97000122070312,119.73138427734375,7608300.0
2018-10-12,144.02000427246094,144.39999389648438,139.75,142.07000732421875,120.66563415527344,5596200.0
2018-10-15,142.0,143.17999267578125,141.1199951171875,141.8000030517578,120.43632507324219,3741700.0
2018-10-16,143.35000610351562,143.88999938964844,141.27000427246094,143.7100067138672,122.05854797363281,3573400.0
2018-10-17,143.0800018310547,143.52000427246094,141.11000061035156,141.33999633789062,120.04558563232422,4807500.0
2018-10-18,140.16000366210938,140.8000030517578,134.47000122070312,135.8000030517578,115.34028625488281,10250200.0
2018-10-19,136.19000244140625,136.92999267578125,131.27000427246094,131.32000732421875,112.24606323242188,7055100.0
2018-10-22,132.67999267578125,133.1300048828125,128.66000366210938,128.7100067138672,110.01516723632812,7858900.0
2018-10-23,119.68000030517578,122.5,115.62000274658203,118.9800033569336,101.69842529296875,24113300.0
2018-10-24,120.0,121.63999938964844,112.25,112.33999633789062,96.02287292480469,15304200.0
2018-10-25,114.83000183105469,117.08999633789062,112.5,115.62999725341797,98.83499908447266,13568900.0
2018-10-26,114.0999984741211,116.43000030517578,112.36000061035156,115.05000305175781,98.33924865722656,10820400.0
2018-10-29,116.87999725341797,118.3499984741211,112.05999755859375,113.9800033569336,97.4246597290039,8069600.0
2018-10-30,114.0,117.73999786376953,113.0999984741211,117.45999908447266,100.39920806884766,8057600.0
2018-10-31,119.41000366210938,122.88999938964844,119.26000213623047,121.31999969482422,103.69855499267578,10341300.0
2018-11-01,122.58999633789062,125.2300033569336,120.94000244140625,124.69999694824219,106.58758544921875,10138900.0
2018-11-02,127.05000305175781,128.3000030517578,124.26000213623047,125.79000091552734,107.519287109375,7683900.0
2018-11-05,126.08999633789062,126.94999694824219,124.55000305175781,126.41000366210938,108.04924011230469,4844200.0
2018-11-06,126.4000015258789,129.5,126.30999755859375,129.3300018310547,110.54510498046875,4728200.0
2018-11-07,133.52000427246094,135.22000122070312,130.8800048828125,135.10000610351562,115.47705078125,7551900.0
2018-11-08,133.8300018310547,134.6999969482422,130.89999389648438,131.38999938964844,112.30591583251953,6269400.0
2018-11-09,129.58999633789062,129.60000610351562,125.7300033569336,126.91000366210938,108.47660064697266,7248400.0
2018-11-12,127.18000030517578,128.41000366210938,124.58999633789062,125.0,106.84403228759766,5870100.0
2018-11-13,125.5,129.7899932861328,125.27999877929688,125.95999908447266,107.66458892822266,5820200.0
2018-11-14,127.2699966430664,129.0,123.7300033569336,125.0999984741211,106.92948913574219,5516300.0
2018-11-15,124.31999969482422,130.27999877929688,123.12999725341797,129.4199981689453,110.62203979492188,5815200.0
2018-11-16,128.7899932861328,131.9199981689453,128.0500030517578,129.9600067138672,111.08360290527344,5957700.0
2018-11-19,129.14999389648438,129.49000549316406,125.5999984741211,125.9800033569336,107.68170928955078,5385600.0
2018-11-20,123.8499984741211,123.97000122070312,121.2300033569336,122.2699966430664,104.51056671142578,7746200.0
2018-11-21,122.81999969482422,126.22000122070312,122.51000213623047,123.87000274658203,105.87816619873047,4759500.0
2018-11-22,122.81999969482422,126.22000122070312,122.51000213623047,123.87000274658203,105.87816619873047,4759500.0
2018-11-23,121.95999908447266,124.05000305175781,121.56999969482422,122.31999969482422,104.55330657958984,3130100.0
2018-11-26,123.6500015258789,125.79000091552734,123.16000366210938,124.80000305175781,106.67308807373047,4696600.0
2018-11-27,124.0,124.5999984741211,122.38999938964844,124.5999984741211,106.50214385986328,4049400.0
2018-11-28,125.30000305175781,130.77999877929688,123.83999633789062,130.77000427246094,111.7759780883789,5745200.0
2018-11-29,130.8000030517578,130.91000366210938,127.58999633789062,130.22999572753906,111.31438446044922,4999600.0
2018-11-30,130.0500030517578,135.97000122070312,129.83999633789062,135.6699981689453,115.9642562866211,8458200.0
2018-12-03,141.8800048828125,142.41000366210938,138.52999877929688,138.9499969482422,118.7677993774414,9365800.0
2018-12-04,138.0800018310547,138.0800018310547,129.0399932861328,129.32000732421875,110.53654479980469,8113400.0
2018-12-05,138.0800018310547,138.0800018310547,129.0399932861328,129.32000732421875,110.53654479980469,8113400.0
2018-12-06,125.22000122070312,128.69000244140625,124.05000305175781,128.3699951171875,109.72455596923828,6595200.0
2018-12-07,129.10000610351562,129.97999572753906,122.75,123.55000305175781,105.60465240478516,6413700.0
2018-12-10,122.41000366210938,124.37000274658203,121.16000366210938,123.38999938964844,105.46790313720703,5970900.0
2018-12-11,127.18000030517578,127.9800033569336,122.25,123.23999786376953,105.33968353271484,4449900.0
2018-12-12,125.73999786376953,127.97000122070312,125.0999984741211,125.37000274658203,107.16030883789062,5544100.0
2018-12-13,126.44999694824219,129.11000061035156,125.04000091552734,125.9000015258789,107.61333465576172,4544100.0
2018-12-14,123.41999816894531,127.73999786376953,123.1500015258789,126.7699966430664,108.35696411132812,4483300.0
2018-12-17,126.80000305175781,127.6500015258789,123.68000030517578,124.47000122070312,106.39105224609375,5662300.0
2018-12-18,125.87000274658203,128.75,123.5999984741211,124.2699966430664,106.2200698852539,5377900.0
2018-12-19,125.06999969482422,128.9499969482422,120.80000305175781,122.33000183105469,104.56183624267578,6416500.0
2018-12-20,121.73999786376953,124.54000091552734,120.76000213623047,121.55000305175781,103.89515686035156,7563500.0
2018-12-21,121.7300033569336,123.7300033569336,119.56999969482422,120.06999969482422,102.630126953125,10034100.0
2018-12-24,118.16999816894531,119.58999633789062,116.66999816894531,116.94999694824219,99.96329498291016,2986600.0
2018-12-25,118.16999816894531,119.58999633789062,116.66999816894531,116.94999694824219,99.96329498291016,2986600.0
2018-12-26,118.0,124.7699966430664,116.08999633789062,124.76000213623047,106.6388931274414,5093700.0
2018-12-27,121.80000305175781,126.69000244140625,120.93000030517578,126.66999816894531,108.27146911621094,4599000.0
2018-12-28,127.12999725341797,128.25,125.05000305175781,125.61000061035156,107.36542510986328,3813500.0
2018-12-31,126.5999984741211,128.11000061035156,124.5,127.06999969482422,108.61338806152344,3455200.0
2019-01-01,126.5999984741211,128.11000061035156,124.5,127.06999969482422,108.61338806152344,3455200.0
2019-01-02,124.02999877929688,127.87999725341797,123.0,126.37999725341797,108.02359771728516,4783200.0
2019-01-03,125.30999755859375,125.5,120.44000244140625,121.51000213623047,103.8609390258789,6165800.0
2019-01-04,124.16999816894531,128.58999633789062,123.69999694824219,128.14999389648438,109.53651428222656,5456600.0
2019-01-07,128.58999633789062,129.60000610351562,126.69999694824219,128.22999572753906,109.60488891601562,4653400.0
2019-01-08,129.89999389648438,131.5,128.22999572753906,129.77000427246094,110.92121124267578,4202600.0
2019-01-09,131.08999633789062,132.22000122070312,129.91000366210938,130.27000427246094,111.34857940673828,4865600.0
2019-01-10,128.61000061035156,133.1199951171875,127.25,132.9600067138672,113.64787292480469,3418500.0
2019-01-11,131.0800018310547,132.32000732421875,130.0500030517578,132.10000610351562,112.91281127929688,2908600.0
2019-01-14,130.30999755859375,132.38999938964844,129.1300048828125,131.8000030517578,112.65635681152344,4482300.0
2019-01-15,132.11000061035156,133.11000061035156,129.55999755859375,130.69000244140625,111.70758056640625,3224100.0
2019-01-16,130.75999450683594,132.52000427246094,130.24000549316406,131.66000366210938,112.53666687011719,3636900.0
2019-01-17,130.47000122070312,135.89999389648438,129.16000366210938,134.5399932861328,114.99837493896484,6878500.0
2019-01-18,135.10000610351562,137.72000122070312,133.66000366210938,136.60000610351562,117.51030731201172,6122400.0
2019-01-21,135.10000610351562,137.72000122070312,133.66000366210938,136.60000610351562,117.51030731201172,6122400.0
2019-01-22,134.92999267578125,134.94000244140625,131.1699981689453,132.24000549316406,113.7596435546875,5188700.0
2019-01-23,133.0399932861328,133.49000549316406,130.14999389648438,131.82000732421875,113.3983154296875,3123600.0
2019-01-24,131.41000366210938,132.99000549316406,131.1999969482422,132.72999572753906,114.18114471435547,3943600.0
2019-01-25,134.77000427246094,136.88999938964844,133.88999938964844,136.86000061035156,117.73401641845703,6417400.0
2019-01-28,126.98999786376953,127.80000305175781,123.1500015258789,124.37000274658203,106.98944854736328,17421400.0
2019-01-29,125.61000061035156,128.38999938964844,125.61000061035156,126.52999877929688,108.84761047363281,8550800.0
2019-01-30,127.93000030517578,131.35000610351562,126.30999755859375,130.11000061035156,111.92728424072266,7181600.0
2019-01-31,130.32000732421875,133.33999633789062,129.0399932861328,133.16000366210938,114.5510482788086,6643300.0
2019-02-01,133.02999877929688,133.86000061035156,130.11000061035156,130.91000366210938,112.61547088623047,5646700.0
2019-02-04,130.8800048828125,131.30999755859375,130.10000610351562,130.8800048828125,112.58967590332031,4541700.0
2019-02-05,130.6300048828125,132.10000610351562,130.60000610351562,132.0,113.55313873291016,3614500.0
2019-02-06,131.27000427246094,132.10000610351562,130.36000061035156,130.5399932861328,112.29717254638672,3098200.0
2019-02-07,129.2899932861328,130.44000244140625,127.36000061035156,128.77999877929688,110.78314208984375,3682100.0
