Date,AAPL,MSFT,GOOGL,NVDA,AMD,AMZN,TSLA,NKE,MCD,JPM,BAC,GS,BRK-B,JNJ,UNH,PFE,XOM,CVX,COP,BA,CAT,HON,META,NFLX,DIS,PG,KO,NEE,AMT,PLD
2019-11-29,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-25,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-26,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2019-12-31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-01,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-08,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-15,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-16,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-22,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-23,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-29,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-30,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-01-31,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-07,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-10,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-11,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-12,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-13,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-14,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-17,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-18,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-19,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-20,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-21,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-24,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-25,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-26,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-27,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-02-28,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-02,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-03,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-04,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-05,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-06,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-09,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-10,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low
2020-03-11,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Low
2020-03-12,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,Low,High,High,Low,Low,Low,Low,High,Low,Low,High,Low,Low,Low,High,High,Low,Low,Low
2020-03-13,Low,Low,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,Low,High,High,Low,High,Low,Low,Low,High,High,Low,Low,Low
2020-03-16,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,Low,Low,Low,High,High,Low,High,High
2020-03-17,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,Low,Low,Low,High,High,Low,High,High
2020-03-18,High,High,Low,Low,Low,Low,Low,Low,High,High,High,High,High,High,Low,Low,Low,High,High,High,High,High,Low,Low,Low,High,High,Low,High,High
2020-03-19,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,High,Low,High,High
2020-03-20,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-23,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,Low,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-24,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-25,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-26,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-27,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-30,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-03-31,High,High,Low,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-01,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-02,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-03,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-06,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-07,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-08,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-09,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-10,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-13,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-14,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-15,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-16,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-17,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,Low,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-20,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-21,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-22,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-23,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-24,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-27,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-28,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-29,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-04-30,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-01,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-04,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-05,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-06,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-07,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-08,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-11,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-12,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-13,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-14,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-15,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-18,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-19,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-20,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-21,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-22,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-25,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-26,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-27,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-28,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-05-29,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-01,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-02,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-03,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-04,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-05,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-08,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-09,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-10,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-11,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-12,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-15,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-16,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-17,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-18,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-19,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-22,High,High,High,Low,Low,Low,High,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-23,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-24,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-25,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-26,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-29,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-06-30,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-01,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-02,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-03,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-06,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-07,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-08,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-09,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-10,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-13,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-14,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
2020-07-15,High,High,High,Low,Low,Low,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,High,High,High,High,High,High
