Date,Log_Return
2018-06-05,-0.0008178579708943034
2018-06-06,0.017117368320650042
2018-06-07,0.0013260403186248753
2018-06-08,0.006804794260180091
2018-06-11,0.012290615107313125
2018-06-12,-0.0007883585381542287
2018-06-13,-0.002803665096322799
2018-06-14,0.00968097368958911
2018-06-15,0.006073798294917056
2018-06-18,-0.004345984500545936
2018-06-19,-0.00728481346478002
2018-06-20,-0.0008305759473345077
2018-06-21,-0.003645675780281755
2018-06-22,0.0097973096978649
2018-06-25,-0.014492718906797663
2018-06-26,-0.003756462596417726
2018-06-27,-0.006426419315872844
2018-06-28,-0.013264240374760605
2018-06-29,0.0017949893556838679
2018-07-02,0.00868491396201758
2018-07-03,-0.00202231367354792
2018-07-04,0.0
2018-07-05,0.014151439271388067
2018-07-06,0.0010374007806557223
2018-07-09,0.011537960081047663
2018-07-10,0.0073446051193066155
2018-07-11,-0.0037244652430822763
2018-07-12,0.00571815098399894
2018-07-13,0.010296662762988117
2018-07-16,-0.006670866388845021
2018-07-17,-0.026378244457291426
2018-07-18,0.020289213518651372
2018-07-19,-0.009796568912454444
2018-07-20,-0.0009097243771379368
2018-07-23,0.0001583858656632506
2018-07-24,0.004027513900580363
2018-07-25,0.004325314970122181
2018-07-26,0.008361783974629389
2018-07-27,-0.004093752020243531
2018-07-30,-0.00827819669003025
2018-07-31,-0.002445221757014503
2018-08-01,0.0005919476923449942
2018-08-02,0.010638955693678806
2018-08-03,0.004442042979090413
2018-08-06,-0.0017900258180834191
2018-08-07,0.003460377213119683
2018-08-08,0.004492098098719908
2018-08-09,0.010684138634346738
2018-08-10,-0.004713225516053024
2018-08-13,0.002110438639731682
2018-08-14,0.00980177610394051
2018-08-15,-0.010952644749281603
2018-08-16,0.009509373545197618
2018-08-17,-0.002930852521301002
2018-08-20,0.0002667542807982141
2018-08-21,-0.002709287281455847
2018-08-22,-0.003637042420830406
2018-08-23,0.0026046812331751968
2018-08-24,0.01088092688994819
2018-08-27,0.010538765887675708
2018-08-28,0.005340286542122722
2018-08-29,0.0018228188539238595
2018-08-30,-0.0022698756127475534
2018-08-31,0.00026060264930121357
2018-09-03,0.0
2018-09-04,0.00018645410952242413
2018-09-05,-0.003245666276162444
2018-09-06,0.01085049730661928
2018-09-07,-0.0050934831495471405
2018-09-10,-0.03238854151673545
2018-09-11,0.005030778311348073
2018-09-12,0.006224951644534561
2018-09-13,0.010678790285841969
2018-09-14,-0.0006783573349351358
2018-09-17,-0.005442177492989803
2018-09-18,-0.002200671026002993
2018-09-19,0.007718418151212332
2018-09-20,0.003987039563033688
2018-09-21,0.0010504458317942464
2018-09-24,0.0025838983989485732
2018-09-25,-0.014504249969734848
2018-09-26,-0.0022798742247923083
2018-09-27,0.006596439047785296
2018-09-28,0.005238664988579247
2018-10-01,0.011436215901525907
2018-10-02,0.005669593632219064
2018-10-03,0.0009971506929680987
2018-10-04,-0.009569441191627347
2018-10-05,0.00327413990117431
2018-10-08,-0.0007059819565195095
2018-10-09,0.004080755294808139
2018-10-10,-0.026371258857929885
2018-10-11,-0.022915043606646104
2018-10-12,0.009637423249362525
2018-10-15,0.0024623184957996026
2018-10-16,0.04625257844291729
2018-10-17,-0.019523722364874117
2018-10-18,-0.001834796457168161
2018-10-19,-0.005675749212661333
2018-10-22,-0.01179144654360468
2018-10-23,0.010131781237969675
2018-10-24,-0.03277482209869953
2018-10-25,0.03043109807677881
2018-10-26,-0.023200441843314552
2018-10-29,-0.00645048469379186
2018-10-30,0.006837434261861718
2018-10-31,0.011816064065863625
2018-11-01,-0.001608125355937781
2018-11-02,0.0003067867781725154
2018-11-05,0.0
2018-11-06,0.009646444179286343
2018-11-07,0.04121935137095152
2018-11-08,0.007328351944656114
2018-11-09,-0.00036125087007678235
2018-11-12,-0.015193659309494562
2018-11-13,-0.011669062291088033
2018-11-14,-0.015950230771494562
2018-11-15,-7.560988385414165e-05
2018-11-16,0.023021425188843665
2018-11-19,-0.018840331146411517
2018-11-20,-0.01724989878805484
2018-11-21,-0.0036396451489970664
2018-11-22,0.0
2018-11-23,0.004098390425239702
2018-11-26,0.017204682729487265
2018-11-27,0.018574383434687227
2018-11-28,0.035504670577776794
2018-11-29,0.005678614639574503
2018-11-30,-0.0010304809328329219
2018-12-03,0.017510108989078288
2018-12-04,-0.027547068342708893
2018-12-05,0.0
2018-12-06,-0.006121939639072508
2018-12-07,-0.028095684035498975
2018-12-10,-0.009893301889447
