Date,Rolling_Vol_30d
2018-06-05,
2018-06-06,
2018-06-07,
2018-06-08,
2018-06-11,
2018-06-12,
2018-06-13,
2018-06-14,
2018-06-15,
2018-06-18,
2018-06-19,
2018-06-20,
2018-06-21,
2018-06-22,
2018-06-25,
2018-06-26,
2018-06-27,
2018-06-28,
2018-06-29,
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,
2018-07-16,0.013437220251553169
2018-07-17,0.013515631419270424
2018-07-18,0.013484642199884336
2018-07-19,0.012322740077472107
2018-07-20,0.01236498306855736
2018-07-23,0.012274999164265549
2018-07-24,0.012918108179453226
2018-07-25,0.013029039476132969
2018-07-26,0.013074937835994659
2018-07-27,0.012913786233456986
2018-07-30,0.012883370330108874
2018-07-31,0.013076140024099117
2018-08-01,0.013136699033040112
2018-08-02,0.01272822422031618
2018-08-03,0.012167711513299309
2018-08-06,0.0115810608430985
2018-08-07,0.011425139956108851
2018-08-08,0.011250564534066258
2018-08-09,0.011404532439224575
2018-08-10,0.011414960473006067
2018-08-13,0.011053301653800385
2018-08-14,0.011027592290681724
2018-08-15,0.013026882323795267
2018-08-16,0.013103949633035364
2018-08-17,0.013103243987715427
2018-08-20,0.01274321080031438
2018-08-21,0.012465081256727094
2018-08-22,0.011227616091291283
2018-08-23,0.011200306199637128
2018-08-24,0.011320987537907288
2018-08-27,0.011443179357141446
2018-08-28,0.011357444743254926
2018-08-29,0.01135900070498471
2018-08-30,0.011373041762561343
2018-08-31,0.011507255332562152
2018-09-03,0.011431843438588654
2018-09-04,0.010752887668871693
2018-09-05,0.010607456173588312
2018-09-06,0.01191396010676335
2018-09-07,0.011413747346144226
2018-09-10,0.010933834701482278
2018-09-11,0.010895683470181168
2018-09-12,0.010999172250058026
2018-09-13,0.010872438645212038
2018-09-14,0.011033932982340788
2018-09-17,0.011025150121913187
2018-09-18,0.010981656378415243
2018-09-19,0.01110793715454762
2018-09-20,0.010943695822192796
2018-09-21,0.011200645783098075
2018-09-24,0.011344761691373446
2018-09-25,0.011392410658988985
2018-09-26,0.009012914445718076
2018-09-27,0.008964622124180529
2018-09-28,0.00898012818970093
2018-10-01,0.009427167320722084
2018-10-02,0.009428755274712656
2018-10-03,0.009365894314200112
2018-10-04,0.00926549422196769
2018-10-05,0.009203923946509793
2018-10-08,0.009080410146413287
2018-10-09,0.009396742780876603
2018-10-10,0.01143243442697839
2018-10-11,0.013110272711517053
2018-10-12,0.012986272773521317
2018-10-15,0.013046675268688966
2018-10-16,0.013063651341709606
2018-10-17,0.013065499045223479
2018-10-18,0.011675655579369656
2018-10-19,0.011651691703754708
2018-10-22,0.011760236979795856
2018-10-23,0.013251529535330861
2018-10-24,0.014126921228221165
2018-10-25,0.014317754017494891
2018-10-26,0.014178422760915603
2018-10-29,0.01471627080384301
2018-10-30,0.015102914175348998
2018-10-31,0.014985342801882271
2018-11-01,0.014987011615037356
2018-11-02,0.015950053125626463
2018-11-05,0.01721491935806515
2018-11-06,0.017163245968226125
2018-11-07,0.017341917130069412
2018-11-08,0.01746133136059491
2018-11-09,0.017465003769704637
2018-11-12,0.01739907267691171
2018-11-13,0.017603094605212453
2018-11-14,0.017585779392138536
2018-11-15,0.018077806107189707
2018-11-16,0.018417028897382337
2018-11-19,0.018427700047776184
2018-11-20,0.018781234270401844
2018-11-21,0.018016999189696695
2018-11-22,0.01686716114722347
2018-11-23,0.01798117996462817
2018-11-26,0.01809317130909479
2018-11-27,0.01807286385175657
2018-11-28,0.01865587581419098
2018-11-29,0.018681596342148304
2018-11-30,0.018658006831047187
2018-12-03,0.01875467396992272
2018-12-04,0.01850294763483234
2018-12-05,0.017621751626219945
2018-12-06,0.01769213381664963
2018-12-07,0.017714316173823585
2018-12-10,0.017118988421269105
2018-12-11,0.016880426876754402
2018-12-12,0.016848404478594356
2018-12-13,0.01681393290309331
2018-12-14,0.016221987883396596
2018-12-17,0.01486709414360375
2018-12-18,0.015437510523789078
2018-12-19,0.015257865583126416
2018-12-20,0.015762265499485128
2018-12-21,0.015742539992342795
2018-12-24,0.01632774386548342
2018-12-25,0.016165303993106686
2018-12-26,0.0200936385759766
2018-12-27,0.02000270074011036
2018-12-28,0.01964677651255844
2018-12-31,0.01963086812004766
2019-01-01,0.01905486470253184
2019-01-02,0.019200204592200395
2019-01-03,0.019453355141443696
2019-01-04,0.018943022449523134
2019-01-07,0.0189632436352227
2019-01-08,0.01896653493292944
2019-01-09,0.018523736298840663
2019-01-10,0.018480510376974933
2019-01-11,0.018512560736523905
2019-01-14,0.01827727982921084
2019-01-15,0.017617042781498657
2019-01-16,0.017637528188064976
2019-01-17,0.01758067184795992
2019-01-18,0.01804268748405621
2019-01-21,0.01802313702160411
2019-01-22,0.0182845151284678
2019-01-23,0.018330948363164897
2019-01-24,0.018684167579937266
2019-01-25,0.018389502475299763
2019-01-28,0.0183320228462604
2019-01-29,0.017761138397188
2019-01-30,0.017507310099776695
2019-01-31,0.016808589155207908
2019-02-01,0.017495273106361786
2019-02-04,0.016186516873671546
2019-02-05,0.01621764010220379
2019-02-06,0.012422121072996254
2019-02-07,0.012215749655693922
2019-02-08,0.012200600813809198
2019-02-11,0.012286214263298768
2019-02-12,0.012488987193411169
2019-02-13,0.012219557522800413
2019-02-14,0.011536431555511656
2019-02-15,0.011144466199946825
2019-02-18,0.010988985040385034
2019-02-19,0.010928011012202062
2019-02-20,0.010790182650932973
2019-02-21,0.0110052423856304
2019-02-22,0.010841439341508097
2019-02-25,0.010689016999140837
2019-02-26,0.010687482299278335
2019-02-27,0.010555430328680672
2019-02-28,0.010623049494727095
2019-03-01,0.01056260469461751
2019-03-04,0.010557456495891935
2019-03-05,0.009894548422825078
2019-03-06,0.009640993309701857
2019-03-07,0.00967531770809826
2019-03-08,0.009676635793783318
2019-03-11,0.009708600915886082
2019-03-12,0.009632124260662308
2019-03-13,0.009559975024769227
2019-03-14,0.00936546066121669
2019-03-15,0.007648546859283855
2019-03-18,0.007460645121246315
2019-03-19,0.007525749926924012
2019-03-20,0.007515967248574496
2019-03-21,0.0074994708314465326
2019-03-22,0.008645315316269277
2019-03-25,0.008563922677410813
2019-03-26,0.008348003563890575
2019-03-27,0.008595402563547634
2019-03-28,0.008576287235725823
2019-03-29,0.008418377889530723
2019-04-01,0.008749168523115382
2019-04-02,0.008747420078806526
2019-04-03,0.00883721597544012
2019-04-04,0.00868017763406717
2019-04-05,0.008924300068440912
2019-04-08,0.008924340356857074
2019-04-09,0.009143404676734444
2019-04-10,0.009149958272617924
2019-04-11,0.009097517937075581
2019-04-12,0.012648809542131472
2019-04-15,0.012665617265988534
2019-04-16,0.012639513845298945
2019-04-17,0.012691226317772168
2019-04-18,0.012496558128296434
2019-04-19,0.012490870992990951
2019-04-22,0.012517484978900737
2019-04-23,0.012510047350631827
2019-04-24,0.01362649297688278
2019-04-25,0.013627108131421286
2019-04-26,0.013580013803243786
2019-04-29,0.013593492770901931
2019-04-30,0.01415753479731934
2019-05-01,0.014504764427895592
2019-05-02,0.014462957309727062
2019-05-03,0.01408732262634814
2019-05-06,0.014235061886014722
2019-05-07,0.014075058771710535
2019-05-08,0.013999112096890495
2019-05-09,0.015191926736761745
2019-05-10,0.015243988891714699
2019-05-13,0.015153850989067515
2019-05-14,0.015289085893463806
2019-05-15,0.015248366558780056
2019-05-16,0.015177439415141035
2019-05-17,0.014957987390111588
2019-05-20,0.014962956031786377
2019-05-21,0.014919556195780365
2019-05-22,0.014953653433606807
2019-05-23,0.015430183694732527
2019-05-24,0.012444193373871868
2019-05-27,0.012430103947681143
2019-05-28,0.012335494980153088
2019-05-29,0.01248788619160156
2019-05-30,0.012649798596305635
2019-05-31,0.012848692565736541
2019-06-03,0.01293789601343787
2019-06-04,0.013134865639669846
2019-06-05,0.011849139980131406
2019-06-06,0.012692736788209967
2019-06-07,0.012640604193149507
2019-06-10,0.012656943977362214
2019-06-11,0.01232795400999059
2019-06-12,0.0118871984273358
2019-06-13,0.011651914701672478
